Name	Rune Name	complete	server	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*runes	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	eol
PerfectSkullRunewordShield		1		shld										skz	skz	skz				red-dmg%		5	15	ac%		36	72	light		2	2																	0
PerfectSkullRunewordShield		1		shld										skz	skz	skz	skz			red-dmg%		7	20	ac%		48	96	light		3	3																	0
PerfectSkullRunewordShield		1		shld										skz	skz	skz	skz	skz		red-dmg%		9	25	ac%		60	120	light		4	4																	0
PerfectSkullRunewordShield		1		shld										skz	skz	skz	skz	skz	skz	red-dmg%		10	30	ac%		72	144	light		5	5																	0
ChippedSkullRunewordShield		0		boot										skc						red-dmg%		2	2	ac%		10	15	light		1	1																	0
ChippedSkullRunewordShield		1		boot										skc	skc					red-dmg%		4	4	ac%		20	30	light		1	1																	0
ChippedSkullRunewordShield		1		boot										skc	skc	skc				red-dmg%		6	6	ac%		30	45	light		2	2																	0
ChippedSkullRunewordShield		1		boot										skc	skc	skc	skc			red-dmg%		8	8	ac%		40	60	light		3	3																	0
FlawedSkullRunewordShield		0		boot										skf						red-dmg%		3	3	ac%		20	30	light		1	1																	0
FlawedSkullRunewordShield		1		boot										skf	skf					red-dmg%		5	5	ac%		30	45	light		1	1																	0
FlawedSkullRunewordShield		1		boot										skf	skf	skf				red-dmg%		7	7	ac%		40	60	light		2	2																	0
FlawedSkullRunewordShield		1		boot										skf	skf	skf	skf			red-dmg%		9	9	ac%		50	75	light		3	3																	0
NormalSkullRunewordShield		0		boot										sku						red-dmg%		4	4	ac%		30	45	light		1	1																	0
NormalSkullRunewordShield		1		boot										sku	sku					red-dmg%		6	6	ac%		40	60	light		1	1																	0
NormalSkullRunewordShield		1		boot										sku	sku	sku				red-dmg%		8	8	ac%		50	75	light		2	2																	0
NormalSkullRunewordShield		1		boot										sku	sku	sku	sku			red-dmg%		10	10	ac%		60	90	light		3	3																	0
FlawlessSkullRunewordShield		0		boot										skl						red-dmg%		5	5	ac%		40	60	light		1	1																	0
FlawlessSkullRunewordShield		1		boot										skl	skl					red-dmg%		7	7	ac%		50	75	light		1	1																	0
FlawlessSkullRunewordShield		1		boot										skl	skl	skl				red-dmg%		9	9	ac%		60	90	light		2	2																	0
FlawlessSkullRunewordShield		1		boot										skl	skl	skl	skl			red-dmg%		12	12	ac%		70	105	light		3	3																	0
PerfectSkullRunewordShield		0		boot										skz						red-dmg%		6	6	ac%		50	75	light		1	1																	0
PerfectSkullRunewordShield		1		boot										skz	skz					red-dmg%		9	9	ac%		60	90	light		1	1																	0
PerfectSkullRunewordShield		1		boot										skz	skz	skz				red-dmg%		12	12	ac%		70	105	light		2	2																	0
PerfectSkullRunewordShield		1		boot										skz	skz	skz	skz			red-dmg%		15	15	ac%		80	120	light		3	3																	0
